time	time_hr	Mdot	Ladv	nuLnu	Ftot	Imin	Imax	Imean	alpha0	beta0	major_FWHM	minor_FWHM	PA	mnet	vnet	mavg	vavg	beta_2_amplitude	beta_2_phase	tauI	tauF
25000.00054648516	27177.49399035149	0.012110965209915675	6.975892155340798e+22	9.375696590483992e+38	0.04648768821534996	-5.197938511430672e-05	0.00018210278908015407	7.91132131001539e-06	0.5467522556707104	0.5681802599576475	19.781990861909538	17.61374909816521	-72.97435743121817	0.002836412967421801	-0.011793462890663641	0.003685138523359187	-0.009622720725088048	0.004687439027413877	-45.80692769033357	454.45494864622367	151173.5246472364
25005.000325034303	27182.929248291573	0.012110084861201702	6.9554857168895335e+22	9.351447812564607e+38	0.046367455055430544	-5.1590231785868106e-05	0.00018327395356466047	7.890859910519006e-06	0.5743580786802588	0.5625613259640646	19.79480364787085	17.60710054738067	-73.21037147373374	0.0011933160786138624	-0.011884298482968387	0.003742580857243238	-0.010171455795231574	0.006139382579294141	-30.70581166847079	437.08394985056225	151035.43695179312
25010.005551597456	27188.37042876625	0.012261529227894459	7.002358620866293e+22	9.308017517388947e+38	0.04615211382699576	-5.087881267289514e-05	0.00017766774465965537	7.854212924728938e-06	0.605464620817915	0.5423667953592747	19.818237576888627	17.597927579447113	-73.66176007012217	0.00171398167161496	-0.011548276734553302	0.0037166486034003613	-0.010023400683520686	0.002798560562871529	0.8123665475527279	426.0021935327483	150599.62462395613
25015.000252400656	27193.800166690064	0.01230382397908158	6.987450976693101e+22	9.259944890685292e+38	0.04591375444107442	-4.874270269509617e-05	0.000166905515884968	7.813648685858914e-06	0.6439295628978943	0.5214211608695921	19.841320388448295	17.585241938870485	-74.32134248131146	0.0012235147394988	-0.011461083827271496	0.0034121410152318206	-0.00997848930535248	0.004781816639649746	-15.699721957577488	418.78785324476326	150015.27344715165
25020.00282174532	27199.23845850322	0.01229039535068275	6.993589616163503e+22	9.187448158970869e+38	0.04555429256770359	-4.510059223482245e-05	0.00016453052855211277	7.752475104463324e-06	0.6841975201261024	0.5056353088655929	19.85760421564298	17.59409089140978	-74.81212403255005	0.002596046086693334	-0.010762146796520633	0.003579506457650486	-0.009284126475764182	0.003735616921589781	-5.634374515441155	406.2012062745147	149354.10025169863
25025.00341331465	27204.67460027734	0.012204367332192241	6.917034681543047e+22	9.113540323520527e+38	0.0451878339928203	-4.869819901352115e-05	0.0001595602178528074	7.690110817401284e-06	0.7122172551738992	0.5017116564922077	19.876086608955173	17.609365864997358	-75.37919970700355	0.003366957888963616	-0.010869919188524563	0.00410268400037876	-0.00968689532460313	0.0030975511592600076	-32.014862554720146	399.46328052741296	148912.6798794969
25030.00534636622	27210.11220037644	0.012200068807962644	6.849728226843346e+22	9.038210117899822e+38	0.044814322853856205	-4.586612087553297e-05	0.0001582658378821526	7.6265463179250565e-06	0.7308500460094907	0.48140505394962696	19.88585002368266	17.62285585100168	-75.85125892971907	0.0012625757335121342	-0.01093247288206959	0.00312558720076458	-0.009957757376342727	0.0015630129387430637	-29.705976451981893	394.89359782125337	148384.16321059954
25035.005803615702	27215.548196131487	0.0122381025374086	6.8504177269619045e+22	8.956250794522549e+38	0.04440794243884033	-4.385502543150138e-05	0.00015771816101256425	7.5573880921515e-06	0.744506991754886	0.46989758854516805	19.875675459312426	17.623809515161753	-76.16121434397215	0.0018247429514146242	-0.009832633796909964	0.003455926372642836	-0.009047081500004436	0.0031758728135245326	-12.055453501076284	382.5995421769188	147911.57890967836
25040.00074485095	27220.978195428914	0.012342022642321922	6.904880646581667e+22	8.886142856200389e+38	0.04406032496352127	-4.282760800621714e-05	0.00015150519633646759	7.498230202271366e-06	0.7708245871151079	0.4742270598088857	19.84174772671786	17.613125778420326	-76.72511343869246	0.0010762554056238584	-0.009434073188445793	0.0028556676579740434	-0.008607572164044335	0.0028872300993254755	7.395717994195319	373.09414503287434	147388.25863114712
25045.00569895004	27226.419079707983	0.01249067551498555	6.998172268428447e+22	8.815599763626466e+38	0.043710549854901436	-4.319664629190963e-05	0.000150929848996893	7.4387051241965e-06	0.7863223994112943	0.48831245174569243	19.808065641494384	17.622505407388786	-77.46304758734081	0.0028509736150283877	-0.009315369768043435	0.003867136562525524	-0.008672499811311992	0.001682286596594104	62.868251089557546	363.828562090981	147113.12025855624
25050.00526154331	27231.85410288249	0.012546061750152554	7.060245348381328e+22	8.760955247272848e+38	0.043439604948098044	-4.41607361657003e-05	0.0001511934196581948	7.392595448767969e-06	0.7895175250127866	0.5118126622882485	19.764107937776764	17.606108367116065	-78.25005074175267	0.0031220730224453984	-0.00853588121984547	0.0042583267664307815	-0.007554755315557327	0.0019283978724971037	93.14768880775867	361.3105680286135	147031.25431579028
25055.00081391064	27237.284766541445	0.012492256490629981	7.030933011628588e+22	8.723075879134839e+38	0.04325178698291543	-4.575475210710726e-05	0.0001545788030576369	7.360632399466184e-06	0.7839346304810897	0.5420970180594634	19.699693318421684	17.58773064793668	-79.26003100163567	0.005490803054010555	-0.008262425939966398	0.005939885346358399	-0.007144881367252191	0.0011945669865703475	-63.24158328272648	357.6550209960832	147055.99815518718
25060.00363276138	27242.723329592598	0.012545695438435023	7.057818996210934e+22	8.681798282886736e+38	0.043047119521021616	-4.565063450752957e-05	0.00015459216954050606	7.3258018859494055e-06	0.7621995907420932	0.575354477595623	19.6429075848201	17.577075695151777	-79.88132456051534	0.0032080283942371567	-0.00830911099649562	0.004470607476679964	-0.00722740922966253	0.0007309191490808192	-17.587396879546056	353.81881672288	147362.66973118953
